Span:,-30,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Fz,Max,dlc64_U34_Yp8_669,68878832,2683120.75,68931072,11000626,610439.625,-553974.9375,824332.9375,-17243652,1
Fz,Min,dlc13_U26_Yp10_839,60117276.6,75082653,96184670.4,50204826,2734965.50625,400412.4046875,2764121.2875,-26130886.2,1.35
Span:,41,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,404106451.2,-101570846.4,416675750.4,45239166.9,221016.0515625,-3958053.525,3964219.3125,-22280610.6,1.35
Mx,Min,dlc61_U50_Ym8_278,-439045056,35233515,440456529.6,-41616544.5,1465150.95,4360729.1625,4600285.65,-21959131.05,1.35
My,Max,dlc13_U20_Yp10_82,22186523.7,383731862.4,384372734.4,11094344.55,4319994.9375,199342.07578125,4324591.6875,-23088947.4,1.35
My,Min,dlc14_U11,103127072.4,-206528378.4,230844448.8,51431527.8,-1358747.746875,-805504.753125,1579567.5,-22745472.3,1.35
Mxy,Max,dlc61_U50_Ym8_278,-439018790.4,38814603.3,440731281.6,-40470672.6,1556640.7875,4350904.2,4620984.525,-22037626.8,1.35
Mxy,Min,dlc13_U22_Ym10_830,37563.43359375,-26137.3104492188,45762.11015625,-44133149.7,583638.5390625,35189.0499023438,584698.3734375,-22452934.05,1.35
Mz,Max,dlc13_U24_Yp10_735,67653262.8,-24516955.8,71958634.2,82076014.8,898570.29375,199674.0703125,920488.134375,-23498113.5,1.35
Mz,Min,dlc13_U24_Ym10_735,-3910319.2125,-37247.765625,3910496.7375,-90283852.8,729497.64375,307411.01015625,791623.884375,-22163614.2,1.35
Fx,Max,dlc13_U18_Ym10_353,4055250.15,372575462.4,372597537.6,-18973897.65,4718452.8375,-278312.94140625,4726653.75,-23027573.7,1.35
Fx,Min,dlc14_U11,99492116.4,-202901328,225981489.6,53850965.4,-1397253.290625,-743846.203125,1582916.34375,-22700009.7,1.35
Fy,Max,dlc61_U50_Ym8_278,-439045056,35233515,440456529.6,-41616544.5,1465150.95,4360729.1625,4600285.65,-21959131.05,1.35
Fy,Min,dlc61_U50_Yp8_37,403274332.8,-105753816,416910153.6,44367993,246647.88984375,-4025097.225,4032647.4375,-22281610.95,1.35
Fxy,Max,dlc13_U18_Ym10_353,4055250.15,372575462.4,372597537.6,-18973897.65,4718452.8375,-278312.94140625,4726653.75,-23027573.7,1.35
Fxy,Min,dlc64_U08_Ym8_973,33294.8828125,-72269352,72269360,-67357.0546875,73.029670715332,-7.43031454086304,73.4066925048828,-16805718,1
Fz,Max,dlc64_U34_Yp8_669,61741584,-5012747,61944740,11004531,583253.0625,-552413.6875,803333.6875,-16034958,1
Fz,Min,dlc13_U26_Yp10_839,64752544.8,40972724.1,76626729,50217386.4,2531367.7875,308088.03515625,2550047.23125,-24499084.5,1.35
Span:,41.0999985,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,403710566.4,-101592975.6,416297188.8,45239274.9,220155.4265625,-3957793.9875,3963912.525,-22268429.55,1.35
Mx,Min,dlc61_U50_Ym8_278,-438608908.8,35086932,440010057.6,-41616649.8,1463930.8875,4360344.75,4599532.6875,-21946940.55,1.35
My,Max,dlc13_U20_Yp10_82,22206525.3,383299862.4,383942592,11094236.55,4320057.0375,199160.775,4324645.35,-23076762.3,1.35
My,Min,dlc14_U11,103046450.4,-206392514.4,230686898.4,51431544,-1358852.034375,-805301.325,1579553.49375,-22733322.3,1.35
Mxy,Max,dlc61_U50_Ym8_278,-438583593.6,38658859.2,440284075.2,-40470856.2,1555382.75625,4350545.4375,4620223.125,-22025436.3,1.35
Mxy,Min,dlc13_U22_Ym10_92,-19900.2695800781,37421.0586914063,42383.4451171875,21949763.4,517613.7515625,319844.21484375,608460.609375,-22791202.2,1.35
Mz,Max,dlc13_U24_Yp10_735,67673367,-24606965.7,72008244,82075037.4,898063.36875,199064.9671875,919861.228125,-23485974.3,1.35
Mz,Min,dlc13_U24_Ym10_735,-3879538.5375,-110140.140234375,3881101.8375,-90283372.2,729489.628125,307200.78984375,791534.86875,-22151475,1.35
Fx,Max,dlc13_U18_Ym10_353,4027218.075,372103502.4,372125318.4,-18973888.2,4717934.4375,-277713.87890625,4726100.925,-23015388.6,1.35
Fx,Min,dlc14_U11,99417661.2,-202761597.6,225823248,53850965.4,-1397307.7125,-743673.571875,1582883.26875,-22687862.4,1.35
Fy,Max,dlc61_U50_Ym8_278,-438608908.8,35086932,440010057.6,-41616649.8,1463930.8875,4360344.75,4599532.6875,-21946940.55,1.35
Fy,Min,dlc61_U50_Yp8_37,402871708.8,-105778504.8,416526926.4,44368020,245659.9640625,-4024697.2875,4032187.425,-22269431.25,1.35
Fxy,Max,dlc13_U18_Ym10_353,4027218.075,372103502.4,372125318.4,-18973888.2,4717934.4375,-277713.87890625,4726100.925,-23015388.6,1.35
Fxy,Min,dlc64_U08_Ym8_973,33293.92578125,-72269352,72269360,-67359.390625,32.9401245117188,-10.3391828536987,34.5246353149414,-16796726,1
Fz,Max,dlc64_U34_Yp8_669,61686348,-5071052.5,61894436,11004564,583048.625,-552397.25,803173.9375,-16025965,1
Fz,Min,dlc13_U26_Yp10_839,64783551.6,40719169.8,76517708.4,50217499.8,2529572.9625,307282.021875,2548168.2,-24486945.3,1.35
Span:,54,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,353142849.6,-101008900.8,367304587.2,45998803.8,114626.148046875,-3881581.0875,3883273.3125,-20793152.25,1.35
Mx,Min,dlc61_U50_Ym8_278,-382743273.6,19540346.85,383241758.4,-40497783.3,1411888.471875,4302425.025,4528166.2875,-20548872.45,1.35
My,Max,dlc13_U18_Ym10_353,6396624,331788333.6,331850001.6,-8746278.75,4020468.4125,190774.97578125,4024992.2625,-20988004.5,1.35
My,Min,dlc14_U11,92813914.8,-188778448.8,210360931.2,51433736.4,-1371169.603125,-779145.4125,1577077.59375,-21262305.6,1.35
Mxy,Max,dlc61_U50_Ym8_278,-382743273.6,19540346.85,383241758.4,-40497783.3,1411888.471875,4302425.025,4528166.2875,-20548872.45,1.35
Mxy,Min,dlc13_U20_Ym10_82,18750.6720703125,12714.5478515625,22654.9643554688,-32932785.6,1554802.7625,109564.67109375,1558658.3625,-21420265.05,1.35
Mz,Max,dlc13_U24_Yp10_735,69725777.4,-35775837,78368326.2,81948461.4,827642.98125,112839.887109375,835299.759375,-22016287.35,1.35
Mz,Min,dlc13_U24_Ym10_735,-87235.2123046875,-9502466.4,9502866.675,-90220824,727846.846875,279261.084375,779581.8,-20681773.2,1.35
Fx,Max,dlc13_U18_Ym10_353,945572.990625,311662036.8,311663484,-18975151.8,4645634.85,-191945.7421875,4649598.45,-21539896.65,1.35
Fx,Min,dlc14_U11,89953966.8,-184693176,205434381.6,53851575.6,-1402660.715625,-721898.578125,1577527.9875,-21216892.95,1.35
Fy,Max,dlc61_U50_Ym8_278,-382660848,17118696.6,383043556.8,-41633136,1325400.215625,4309143.6375,4508370.5625,-20470406.4,1.35
Fy,Min,dlc61_U50_Yp8_37,351262072.8,-108186516,367545081.6,44373960,130680.52734375,-3972237.3,3974386.1625,-20794172.85,1.35
Fxy,Max,dlc13_U18_Ym10_353,945572.990625,311662036.8,311663484,-18975151.8,4645634.85,-191945.7421875,4649598.45,-21539896.65,1.35
Fxy,Min,dlc64_U08_Ym8_181,-62787.43359375,-71987352,71987376,-142632.578125,-23.5843925476074,-29.7990455627441,38.0027198791504,-15712293,1
Fz,Max,dlc64_U34_Yp8_669,54559940,-12409220,55953336,11008979,553970.125,-553539.375,783127.5625,-14937140,1
Fz,Min,dlc13_U26_Yp10_839,68081115.6,9594342,68753831.4,50234369.4,2276596.29375,196407.95625,2285052.8625,-23017173.3,1.35
Span:,54.0999985,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,352754589.6,-101020392,366934492.8,45998890.2,113829.215625,-3881311.7625,3882980.3625,-20782259.1,1.35
Mx,Min,dlc61_U50_Ym8_278,-382312915.2,19399062.6,382804747.2,-40498018.2,1410921.703125,4302026.775,4527486.5625,-20537971.2,1.35
My,Max,dlc13_U18_Ym10_353,6415655.625,331386336,331448436,-8746542,4020920.6625,190819.8421875,4025445.8625,-20977108.65,1.35
My,Min,dlc14_U11,92735928,-188641332,210203488.8,51433758,-1371252.796875,-778941.225,1577049.075,-21251447.55,1.35
Mxy,Max,dlc61_U50_Ym8_278,-382312915.2,19399062.6,382804747.2,-40498018.2,1410921.703125,4302026.775,4527486.5625,-20537971.2,1.35
Mxy,Min,dlc13_U22_Ym10_108,-2699.71325683594,-1608.42117919922,3142.52611083984,-11697224.85,1855195.9875,618984.61875,1955733.69375,-21725926.65,1.35
Mz,Max,dlc13_U24_Yp10_735,69737149.8,-35858751.3,78416326.8,81947473.2,827055.05625,112107.090234375,834618.515625,-22005440.1,1.35
Mz,Min,dlc13_U24_Ym10_735,-59275.0037109375,-9575196.975,9575380.575,-90220338,727829.8875,279037.46953125,779485.95,-20670925.95,1.35
Fx,Max,dlc13_U18_Ym10_353,926215.59375,311197334.4,311198716.8,-18975180.15,4645022.2875,-191210.60390625,4648956.1875,-21529004.85,1.35
Fx,Min,dlc14_U11,89881704,-184552905.6,205276636.8,53851581,-1402685.94375,-721731.76875,1577474.15625,-21206034.9,1.35
Fy,Max,dlc61_U50_Ym8_278,-382229841.6,16986072.6,382607107.2,-41633284.5,1324472.85,4308723.1125,4507695.9,-20459505.15,1.35
Fy,Min,dlc61_U50_Yp8_37,350864740.8,-108199627.2,367169198.4,44374024.8,129888.4359375,-3971811.7125,3973934.925,-20783281.05,1.35
Fxy,Max,dlc13_U18_Ym10_353,926215.59375,311197334.4,311198716.8,-18975180.15,4645022.2875,-191210.60390625,4648956.1875,-21529004.85,1.35
Fxy,Min,dlc64_U10_Yp8_920,117090.984375,-71279016,71279112,-42950.1875,-34.845832824707,-65.0440368652344,73.7899627685547,-15695462,1
Fz,Max,dlc64_U34_Yp8_669,54504588,-12464599,55911684,11009015,553723.3125,-553572.6875,782976.5625,-14929103,1
Fz,Min,dlc13_U26_Yp10_839,68100879.6,9366338.475,68741967.6,50234515.2,2274456.54375,195490.040625,2282842.40625,-23006324.7,1.35
Span:,67,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,303319771.2,-99293860.8,319158511.2,46742886,58930.3107421875,-3795927.6375,3796384.95,-18726429.15,1.35
Mx,Min,dlc61_U50_Ym8_278,-327597480,-6944524.2,327671071.2,-47091715.2,974813.315625,4081249.8,4196053.125,-18155651.85,1.35
My,Max,dlc13_U18_Ym10_353,8951939.775,279011433.6,279155008.8,-8780694.975,4105459.35,203054.1328125,4110477.6375,-18930063.15,1.35
My,Min,dlc13_U20_Ym10_184,44480132.1,-175152823.2,180712458,10593824.625,-644123.6015625,35357.7919921875,645093.3234375,-19684274.4,1.35
Mxy,Max,dlc61_U50_Ym8_278,-327597480,-6944524.2,327671071.2,-47091715.2,974813.315625,4081249.8,4196053.125,-18155651.85,1.35
Mxy,Min,dlc13_U22_Yp10_108,10496.6685791016,-54721.458984375,55719.0984375,19739612.25,1004697.16875,278422.88203125,1042562.053125,-19588186.8,1.35
Mz,Max,dlc13_U24_Yp10_735,70183200.6,-45773197.2,83790612,81820665,707668.565625,-43920.3357421875,709030.209375,-19965116.25,1.35
Mz,Min,dlc13_U24_Ym10_735,3259309.05,-19065618,19342204.65,-90157546.8,744250.275,235929.7546875,780750.478125,-18630754.65,1.35
Fx,Max,dlc13_U18_Ym10_353,-544957.36875,252218188.8,252218772,-18983764.8,4503717.45,-35709.0635742188,4503858.8625,-19483723.8,1.35
Fx,Min,dlc14_U11,81306617.4,-167860760.4,186515416.8,53490115.8,-1389989.53125,-708359.428125,1560078.225,-19172187,1.35
Fy,Max,dlc61_U50_Ym8_278,-327312036,658873.575,327312705.6,-41654366.1,1207266.8625,4210222.725,4379893.7625,-18412662.15,1.35
Fy,Min,dlc61_U50_Yp8_37,300268836,-109354330.8,319561804.8,44383887.9,49271.6935546875,-3874974.1875,3875287.3875,-18737607.15,1.35
Fxy,Max,dlc13_U18_Ym10_353,-544957.36875,252218188.8,252218772,-18983764.8,4503717.45,-35709.0635742188,4503858.8625,-19483723.8,1.35
Fxy,Min,dlc64_U28_Ym8_142,-929765.6875,-72923128,72929056,55303.59765625,-45.2757530212402,-43.7694931030273,62.9735069274902,-14179517,1
Fz,Max,dlc64_U34_Yp8_669,47341428,-19428044,51172844,11013564,525438.9375,-557338.125,765971.1875,-13417686,1
Fz,Min,dlc13_U26_Yp10_839,69329341.8,-17180637.3,71426404.8,50256163.8,1839489.58125,-7022.5892578125,1839502.9125,-20966427.45,1.35
Span:,67.0999985,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,303007888.8,-99400532.4,318895358.4,46743874.2,74012.9537109375,-3779257.8375,3779982.45,-18111180.15,1.35
Mx,Min,dlc61_U50_Ym8_278,-327257085.6,-7119266.85,327334521.6,-47092779,984478.725,4064118.975,4181657.7375,-17540363.7,1.35
My,Max,dlc13_U18_Ym10_353,9007326.9,278420716.8,278566365.6,-8780559.975,4124746.125,208091.278125,4129991.8875,-18314380.8,1.35
My,Min,dlc13_U20_Ym10_184,44257851.9,-174995715.6,180505562.4,10594673.775,-654679.0828125,3468.01717529297,654688.2796875,-19068798.6,1.35
Mxy,Max,dlc61_U50_Ym8_278,-327257085.6,-7119266.85,327334521.6,-47092779,984478.725,4064118.975,4181657.7375,-17540363.7,1.35
Mxy,Min,dlc13_U22_Ym10_962,1297.84891662598,-2667.34802856445,2966.33726806641,8115169.95,1325850.01875,360075.0796875,1373874.91875,-18580887,1.35
Mz,Max,dlc13_U24_Yp10_735,69845430.6,-45611429.4,83419340.4,81819401.4,674373.4734375,-90751.3453125,680452.3546875,-19349648.55,1.35
Mz,Min,dlc13_U24_Ym10_735,3196003.5,-19241370.45,19504993.05,-90157114.8,758341.828125,223350.22265625,790548.946875,-18015367.95,1.35
Fx,Max,dlc13_U18_Ym10_353,4128832.2375,255966825.6,256000132.8,-16811205.75,4460417.55,88209.31640625,4461289.65,-18800683.2,1.35
Fx,Min,dlc14_U11,81232594.2,-167789253.6,186418800,53490326.4,-1377166.303125,-706978.4625,1548032.85,-18556852.95,1.35
Fy,Max,dlc61_U50_Ym8_278,-327068107.2,553346.1421875,327068582.4,-41654609.1,1203413.45625,4177238.5125,4347128.25,-17797585.95,1.35
Fy,Min,dlc61_U50_Yp8_37,300036679.2,-109412521.2,319363603.2,44384203.8,57633.7728515625,-3845624.85,3846056.5125,-18122489.1,1.35
Fxy,Max,dlc13_U18_Ym10_353,4128832.2375,255966825.6,256000132.8,-16811205.75,4460417.55,88209.31640625,4461289.65,-18800683.2,1.35
Fxy,Min,dlc64_U12_Ym8_432,335509.90625,-70473360,70474160,-136592.96875,-58.0445594787598,-24.3010559082031,62.9262428283691,-13731714,1
Fz,Max,dlc64_U34_Yp8_669,47273092,-19508134,51140124,11013660,528987.5625,-558097.75,768960.9375,-12961841,1
Fz,Min,dlc13_U26_Yp10_839,68892114.6,-16515058.95,70843987.8,50254252.2,1716261.58125,-68734.4537109375,1717637.4,-20351191.95,1.35
Span:,80,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,254570320.8,-97843539.6,272725876.8,47073096,24876.5211914063,-3729367.575,3729450.6,-16912898.55,1.35
Mx,Min,dlc61_U50_Ym8_278,-275000832,-19302532.2,275677430.4,-47101024.8,900684.478125,4034163.15,4133485.6875,-16361424.9,1.35
My,Max,dlc13_U18_Ym10_353,11730474,224793381.6,225099237.6,-8812992.375,4189978.4625,214952.653125,4195488.4875,-17135733.6,1.35
My,Min,dlc13_U20_Ym10_184,43794561.6,-166222335.6,171894819.6,10574721.45,-705476.2078125,-77112.0791015625,709678.040625,-17896438.35,1.35
Mxy,Max,dlc61_U50_Yp8_37,250118539.2,-117512899.2,276348628.8,42843405.6,16626.821484375,-3722586.8625,3722623.9875,-16983089.1,1.35
Mxy,Min,dlc13_U22_Ym10_92,70507.8791015625,31689.66796875,77301.980859375,-44684932.5,1729510.3125,204185.30625,1741521.6,-17602442.1,1.35
Mz,Max,dlc13_U24_Yp10_735,67970134.8,-53763042.6,86662585.8,81696578.4,583619.68125,-202871.8828125,617874.5390625,-18178121.25,1.35
Mz,Min,dlc13_U24_Ym10_735,5902934.4,-29040633,29634489.9,-90096796.8,762999.4125,195207.7640625,787574.896875,-16844080.95,1.35
Fx,Max,dlc13_U18_Ym10_353,5658360.6375,198913795.2,198994276.8,-16821939.6,4380190.425,151782.7359375,4382819.2125,-17623616.85,1.35
Fx,Min,dlc14_U11,72608540.4,-151149974.4,167685163.2,53060578.2,-1377109.0125,-695623.3171875,1542828.9375,-17394041.25,1.35
Fy,Max,dlc61_U50_Ym8_278,-273710275.2,-13706890.2,274053261.6,-40565599.2,1153707.46875,4112737.5375,4271492.8125,-16697256.3,1.35
Fy,Min,dlc61_U50_Yp8_37,251991583.2,-107332311.6,273897763.2,44786511.9,-25514.5359375,-3773948.2875,3774034.6875,-16937370,1.35
Fxy,Max,dlc13_U18_Ym10_353,5658360.6375,198913795.2,198994276.8,-16821939.6,4380190.425,151782.7359375,4382819.2125,-17623616.85,1.35
Fxy,Min,dlc64_U16_Yp8_33,453404.875,-69997616,69999088,1097998.5,-46.5302429199219,38.7539825439453,60.5552177429199,-12789560,1
Fz,Max,dlc64_U34_Yp8_669,40059836,-26130300,47828684,11018225,498905.46875,-560525.4375,750396.8125,-12094006,1
Fz,Min,dlc13_U26_Yp10_839,67080652.2,-36706221.9,76466727,50274669.6,1403479.74375,-215383.5984375,1419910.425,-19180057.5,1.35
Span:,80.0999985,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,254197267.2,-97846110,272378613.6,47073074.4,24408.1107421875,-3729185.6625,3729265.3125,-16904358.45,1.35
Mx,Min,dlc61_U50_Ym8_278,-274597322.4,-19392723,275281243.2,-47101095,900005.00625,4033921.5,4133101.95,-16352876.7,1.35
My,Max,dlc13_U18_Ym10_353,11751933.6,224374363.2,224681925.6,-8813234.025,4190488.7625,215003.9109375,4196000.8125,-17127186.75,1.35
My,Min,dlc13_U20_Ym10_184,43786842.3,-166151779.2,171824619.6,10574564.175,-705861.8859375,-77743.473046875,710130.290625,-17887942.8,1.35
Mxy,Max,dlc61_U50_Yp8_37,249746133.6,-117514638,276012360,42843602.7,15784.105078125,-3722121.7875,3722155.2,-16974551.7,1.35
Mxy,Min,dlc13_U22_Ym10_92,-30757.166015625,29509.3520507813,42623.9982421875,-2006536.05,1129051.2375,427073.175,1207123.93125,-17478922.5,1.35
Mz,Max,dlc13_U24_Yp10_735,67949798.4,-53821546.2,86682949.2,81695660.4,582878.53125,-203769.928125,617470.2984375,-18169632.45,1.35
Mz,Min,dlc13_U24_Ym10_735,5922491.85,-29116897.2,29713122,-90096348.6,763054.25625,194990.709375,787574.221875,-16835594.85,1.35
Fx,Max,dlc13_U18_Ym10_353,5673488.4,198475704,198556768.8,-16822020.6,4379555.5875,152283.64921875,4382202.2625,-17615086.2,1.35
Fx,Min,dlc14_U11,72538869.6,-151012274.4,167530874.4,53060589,-1377112.134375,-695470.640625,1542762.95625,-17385540.3,1.35
Fy,Max,dlc61_U50_Ym8_278,-273298881.6,-13822366.5,273648196.8,-40565877.3,1152787.6125,4112250.1875,4270774.95,-16688709.45,1.35
Fy,Min,dlc61_U50_Yp8_37,251614036.8,-107329838.4,273549463.2,44786665.8,-26109.1265625,-3773445.4125,3773535.8625,-16928831.25,1.35
Fxy,Max,dlc13_U18_Ym10_353,5673488.4,198475704,198556768.8,-16822020.6,4379555.5875,152283.64921875,4382202.2625,-17615086.2,1.35
Fxy,Min,dlc64_U10_Ym8_565,-31545.255859375,-70796720,70796728,198376.390625,25.7131309509277,-20.6144123077393,32.9563217163086,-12855283,1
Fz,Max,dlc64_U34_Yp8_669,40003780,-26180184,47809040,11018259,498697.71875,-560553.25,750279.5,-12087718,1
Fz,Min,dlc13_U26_Yp10_839,67059052.2,-36846727.2,76515343.2,50274826.2,1401025.528125,-216547.1296875,1417661.83125,-19171572.75,1.35
Span:,93,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,206223472.8,-97756102.8,228220005.6,47070952.2,-42280.6209960938,-3703939.9875,3704181.3,-15881444.55,1.35
Mx,Min,dlc61_U50_Ym8_278,-223008120,-32843896.2,225413712,-48259621.8,769825.18125,3989263.5,4062862.8,-15332884.2,1.35
My,Max,dlc13_U18_Ym10_353,14555042.55,169904800.8,170527096.8,-8842971.825,4252298.5125,219627.42890625,4257966.4875,-16103649.15,1.35
My,Min,dlc13_U20_Ym10_184,39714775.2,-157163857.2,162104101.2,11642486.4,-713973.571875,-142406.258203125,728036.94375,-16832051.1,1.35
Mxy,Max,dlc61_U50_Yp8_37,201344508,-118308070.8,233530322.4,43026538.5,-92200.4859375,-3646586.25,3647751.6375,-15926257.8,1.35
Mxy,Min,dlc13_U26_Ym10_415,-65543.44921875,-53095.6634765625,84351.0111328125,-33236038.8,1321944.215625,461954.9390625,1400335.25625,-15788046.15,1.35
Mz,Max,dlc13_U24_Yp10_735,64567740.6,-60743331,88649564.4,81581245.2,485874.45,-320824.35703125,582239.0109375,-17153757.45,1.35
Mz,Min,dlc13_U24_Ym10_735,8269496.55,-38974907.7,39842539.2,-90040680,764352.1125,168001.266796875,782597.3625,-15820180.2,1.35
Fx,Max,dlc13_U16_Ym10_615,20043657.9,133694614.8,135188751.6,10982618.55,4311535.8375,-16736.5498535156,4311568.575,-16696528.65,1.35
Fx,Min,dlc14_U11,63865292.4,-134205120,148626338.4,52569928.8,-1378260.309375,-684118.996875,1538707.21875,-16378694.1,1.35
Fy,Max,dlc61_U50_Ym8_278,-220625100,-27920411.1,222384765.6,-40600901.7,1027520.521875,4049907.1875,4178222.6625,-15665121.9,1.35
Fy,Min,dlc61_U50_Yp8_37,204454778.4,-104225367.6,229487882.4,45319300.2,-97438.54921875,-3717879.75,3719156.5125,-15912239.4,1.35
Fxy,Max,dlc13_U16_Ym10_615,20043657.9,133694614.8,135188751.6,10982618.55,4311535.8375,-16736.5498535156,4311568.575,-16696528.65,1.35
Fxy,Min,dlc64_U14_Ym8_963,-103903.0703125,-69370760,69370840,194373.984375,103.001754760742,126.074012756348,162.800552368164,-12071016,1
Fz,Max,dlc64_U34_Yp8_669,32746242,-32423248,46082356,11022508,467765.53125,-564464.75,733092.8125,-11335288,1
Fz,Min,dlc13_U26_Yp10_839,63308493,-52934671.8,82522994.4,50294088,1087812.871875,-363623.765625,1146978.225,-18156247.2,1.35
Span:,93.0999985,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,205852924.8,-97751977.2,227883477.6,47070941.4,-42855.5627929688,-3703733.4375,3703981.1625,-15874139.7,1.35
Mx,Min,dlc61_U50_Ym8_278,-222609081.6,-32921040.6,225030204,-48259692,769108.5,3989177.775,4062642.75,-15325569.9,1.35
My,Max,dlc13_U18_Ym10_353,14576976,169479507.6,170105238,-8843186.475,4252740.3,219644.8734375,4258408.6125,-16096340.25,1.35
My,Min,dlc13_U20_Ym10_184,39700481.4,-157092436.8,162031363.2,11642449.95,-714349.884375,-142910.567578125,728504.71875,-16824794.85,1.35
Mxy,Max,dlc61_U50_Yp8_37,200979662.4,-118298934,233211204,43026687,-93111.54609375,-3646266.975,3647455.65,-15918955.65,1.35
Mxy,Min,dlc13_U26_Ym10_415,-40349.6912109375,-95557.91484375,103727.5875,-27954949.5,1864348.14375,192643.0171875,1874274.525,-16450250.85,1.35
Mz,Max,dlc13_U24_Yp10_735,64535524.2,-60792060.6,88659511.2,81580408.2,485118.871875,-321729.65859375,582108.4828125,-17146510.65,1.35
Mz,Min,dlc13_U24_Ym10_735,8286356.7,-39051306.9,39920774.4,-90040275,764309.503125,167804.4515625,782513.49375,-15812938.8,1.35
Fx,Max,dlc13_U16_Ym10_615,20042004.15,133263424.8,134762097.6,10982754.9,4311429.1875,-16146.1344726563,4311459.225,-16689240,1.35
Fx,Min,dlc14_U11,63796739.4,-134067333.6,148472470.8,52569945,-1378288.9125,-683978.85,1538670.6,-16371432.45,1.35
Fy,Max,dlc61_U50_Ym8_278,-220219992,-28023275.7,221995836,-40601166.3,1026495.95625,4049436.7125,4177514.925,-15657811.65,1.35
Fy,Min,dlc61_U50_Yp8_37,204082826.4,-104215712.4,229152153.6,45319467.6,-98070.2859375,-3717512.2125,3718805.5125,-15904935.9,1.35
Fxy,Max,dlc13_U16_Ym10_615,20042004.15,133263424.8,134762097.6,10982754.9,4311429.1875,-16146.1344726563,4311459.225,-16689240,1.35
Fxy,Min,dlc64_U14_Ym8_963,-103890.7890625,-69370768,69370848,194378.546875,-9.55226707458496,139.613677978516,139.940078735352,-12065650,1
Fz,Max,dlc64_U34_Yp8_669,32689784,-32470020,46075200,11022539,467490.15625,-564497.5625,732942.375,-11329921,1
Fz,Min,dlc13_U26_Yp10_839,63271962,-53043519.6,82564860.6,50294228.4,1085445.984375,-364723.2984375,1145083.415625,-18149004.45,1.35
Span:,106,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,158230638,-96688954.8,185433775.2,47067593.4,-127363.07109375,-3673452.9375,3675660.1875,-14992516.8,1.35
Mx,Min,dlc61_U50_Ym8_278,-171230954.4,-42289236,176375793.6,-48265848,681215.9484375,3969284.175,4027315.95,-14442867,1.35
My,Max,dlc13_U12_Yp10_360,33235455.6,115911950.4,120582648,-22793464.8,3730618.6875,-189500.596875,3735428.4,-15022747.35,1.35
My,Min,dlc13_U20_Ym10_184,37443016.8,-147564558,152240860.8,11638690.2,-761893.171875,-205898.79375,789224.68125,-15949332,1.35
Mxy,Max,dlc61_U50_Yp8_37,154189483.2,-116335245.6,193153528.8,43041896.1,-214625.9953125,-3601281.6,3607671.4875,-15037601.4,1.35
Mxy,Min,dlc13_U26_Y0_823,222603.3984375,40931.8338867188,226335.346875,3240123.525,1879300.575,579665.7421875,1966668.01875,-15113757.6,1.35
Mz,Max,dlc13_U24_Yp10_735,59617182.6,-66454711.2,89277303.6,81471366,389672.60625,-439575.5671875,587427.778125,-16272328.95,1.35
Mz,Min,dlc13_U24_Ym10_735,10317769.875,-48845624.4,49923453.6,-89987684.4,753299.240625,146902.190625,767489.428125,-14939561.7,1.35
Fx,Max,dlc13_U16_Ym10_615,20626546.05,102439933.2,104495907.6,-2717834.34375,4327783.7625,82512.938671875,4328570.475,-15316495.2,1.35
Fx,Min,dlc14_U11,55136208.6,-117047062.8,129383222.4,52027984.8,-1381494.234375,-671167.3921875,1535901.075,-15504849.9,1.35
Fy,Max,dlc61_U50_Ym8_278,-168367690.8,-40448786.4,173158257.6,-40631457.6,897911.071875,3982633.3125,4082598.7875,-14775921.45,1.35
Fy,Min,dlc61_U50_Yp8_37,157876992,-98307183.6,185982393.6,46748323.8,-148279.8234375,-3675522.4875,3678512.4,-15013182.6,1.35
